session,game_id,mode,my_elo_before,opp_elo,elo_delta,my_elo_after,won,total_rounds,final_my_hp,final_opp_hp,round_num,country,excluded,my_score,opp_score,winner,damage,used_mult,my_hp_after,opp_hp_after,my_mult_after,opp_mult_after,opp1_country,opp2_country
25W52.01,0001,move,749,462,5,754,True,6,6000,0,1,is,False,4832,4551,me,281,1.0,6000,5719,1.0,1.0,us,us
25W52.01,0001,move,749,462,5,754,True,6,6000,0,2,ke,False,4121,4114,me,7,1.0,6000,5712,1.0,1.0,us,us
25W52.01,0001,move,749,462,5,754,True,6,6000,0,3,sg,False,4956,2313,me,2643,1.0,6000,3069,1.0,1.0,us,us
25W52.01,0001,move,749,462,5,754,True,6,6000,0,4,uk,False,4951,4527,me,424,1.0,6000,2645,1.5,1.5,us,us
25W52.01,0001,move,749,462,5,754,True,6,6000,0,5,si,False,4925,4809,me,174,1.5,6000,2471,2.0,2.0,us,us
25W52.01,0001,move,749,462,5,754,True,6,6000,0,6,ru,False,3930,1767,me,4326,2.0,6000,0,2.5,2.5,us,us
25W52.01,0002,move,754,457,-27,727,False,7,0,5328,1,lu,False,4996,4879,me,117,1.0,6000,5883,1.0,1.0,us,us
25W52.01,0002,move,754,457,-27,727,False,7,0,5328,2,se,False,4989,4992,opp,3,1.0,5997,5883,1.0,1.0,us,us
25W52.01,0002,move,754,457,-27,727,False,7,0,5328,3,fi,False,4997,4526,me,471,1.0,5997,5412,1.0,1.0,us,us
25W52.01,0002,move,754,457,-27,727,False,7,0,5328,4,om,False,4521,4908,opp,387,1.0,5610,5412,1.5,1.5,us,us
25W52.01,0002,move,754,457,-27,727,False,7,0,5328,5,it,False,4901,4845,me,84,1.5,5610,5328,2.0,2.0,us,us
25W52.01,0002,move,754,457,-27,727,False,7,0,5328,6,jp,False,4504,4999,opp,990,2.0,4620,5328,2.5,2.5,us,us
25W52.01,0002,move,754,457,-27,727,False,7,0,5328,7,br,False,6,3106,opp,7750,2.5,0,5328,3.0,3.0,us,us
25W52.01,0003,move,727,484,6,733,True,6,3178,0,1,br,False,1299,3490,opp,2191,1.0,3809,6000,1.0,1.0,de,de
25W52.01,0003,move,727,484,6,733,True,6,3178,0,2,gl,False,3884,1423,me,2461,1.0,3809,3539,1.0,1.0,de,de
25W52.01,0003,move,727,484,6,733,True,6,3178,0,3,fr,False,4572,4755,opp,183,1.0,3626,3539,1.0,1.0,de,de
25W52.01,0003,move,727,484,6,733,True,6,3178,0,4,ec,False,3896,4344,opp,448,1.0,3178,3539,1.5,1.5,de,de
25W52.01,0003,move,727,484,6,733,True,6,3178,0,5,id,False,4926,2720,me,3309,1.5,3178,230,2.0,2.0,de,de
25W52.01,0003,move,727,484,6,733,True,6,3178,0,6,kr,False,4798,2572,me,4452,2.0,3178,0,2.5,2.5,de,de
25W52.01,0004,no-move,733,438,5,738,True,5,4328,0,1,it,False,3094,4325,opp,1231,1.0,4769,6000,1.0,1.0,nl,pl
25W52.01,0004,no-move,733,438,5,738,True,5,4328,0,2,jp,False,3941,4382,opp,441,1.0,4328,6000,1.0,1.0,nl,pl
25W52.01,0004,no-move,733,438,5,738,True,5,4328,0,3,kz,False,3808,3727,me,81,1.0,4328,5919,1.0,1.0,nl,pl
25W52.01,0004,no-move,733,438,5,738,True,5,4328,0,4,mx,False,4675,914,me,3761,1.0,4328,2158,1.5,1.5,nl,pl
25W52.01,0004,no-move,733,438,5,738,True,5,4328,0,5,jp,False,2865,83,me,4173,1.5,4328,0,2.0,2.0,nl,pl
25W52.01,0005,no-move,738,585,9,747,True,3,5605,0,1,uk,False,4371,1751,me,2620,1.0,6000,3380,1.0,1.0,dk,dk
25W52.01,0005,no-move,738,585,9,747,True,3,5605,0,2,us,False,2556,2951,opp,395,1.0,5605,3380,1.0,1.0,dk,dk
25W52.01,0005,no-move,738,585,9,747,True,3,5605,0,3,re,False,4941,111,me,4830,1.0,5605,0,1.0,1.0,dk,dk
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,1,ke,False,4576,4913,opp,337,1.0,5663,6000,1.0,1.0,cz,cz
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,2,pl,False,3876,4718,opp,842,1.0,4821,6000,1.0,1.0,cz,cz
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,3,br,False,2470,3139,opp,669,1.0,4152,6000,1.0,1.0,cz,cz
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,4,se,False,4171,4499,opp,328,1.0,3824,6000,1.5,1.5,cz,cz
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,5,th,False,1567,1833,opp,399,1.5,3425,6000,2.0,2.0,cz,cz
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,6,tr,False,3954,4197,opp,486,2.0,2939,6000,2.5,2.5,cz,cz
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,7,ru,False,2743,1751,me,2480,2.5,2939,3520,3.0,3.0,cz,cz
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,8,hu,False,4455,3845,me,1830,3.0,2939,1690,3.5,3.5,cz,cz
25W52.01,0006,no-move,747,707,14,761,True,9,2939,0,9,ar,False,4126,3328,me,2793,3.5,2939,0,4.0,4.0,cz,cz
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,1,cr,False,4810,4186,me,624,1.0,6000,5376,1.0,1.0,uk,uk
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,2,bd,False,2221,4087,opp,1866,1.0,4134,5376,1.0,1.0,uk,uk
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,3,ro,False,4829,4546,me,283,1.0,4134,5093,1.0,1.0,uk,uk
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,4,ca,False,4216,4521,opp,305,1.0,3829,5093,1.5,1.5,uk,uk
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,5,be,False,4659,4667,opp,12,1.5,3817,5093,2.0,2.0,uk,uk
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,6,bo,False,1903,81,me,3644,2.0,3817,1449,2.5,2.5,uk,uk
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,7,fr,False,2684,2771,opp,218,2.5,3599,1449,3.0,3.0,uk,uk
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,8,hu,False,3640,4281,opp,1923,3.0,1676,1449,3.5,3.5,uk,uk
26W02.01,0007,no-move,761,479,-26,735,False,9,0,1449,9,za,False,3715,4379,opp,2324,3.5,0,1449,4.0,4.0,uk,uk
26W02.01,0008,move,735,609,10,745,True,6,5407,0,1,ru,False,2506,897,me,1609,1.0,6000,4391,1.0,1.0,de,de
26W02.01,0008,move,735,609,10,745,True,6,5407,0,2,it,False,4228,4770,opp,542,1.0,5458,4391,1.0,1.0,de,de
26W02.01,0008,move,735,609,10,745,True,6,5407,0,3,hu,False,4993,4730,me,263,1.0,5458,4128,1.0,1.0,de,de
26W02.01,0008,move,735,609,10,745,True,6,5407,0,4,kh,False,4649,3521,me,1128,1.0,5458,3000,1.5,1.5,de,de
26W02.01,0008,move,735,609,10,745,True,6,5407,0,5,au,False,4940,4974,opp,51,1.5,5407,3000,2.0,2.0,de,de
26W02.01,0008,move,735,609,10,745,True,6,5407,0,6,no,False,4841,2200,me,5282,2.0,5407,0,2.5,2.5,de,de
26W02.01,0009,no-move,745,778,18,763,True,3,5810,0,1,au,False,3119,1,me,3118,1.0,6000,2882,1.0,1.0,nl,nl
26W02.01,0009,no-move,745,778,18,763,True,3,5810,0,2,ar,False,2933,3123,opp,190,1.0,5810,2882,1.0,1.0,nl,nl
26W02.01,0009,no-move,745,778,18,763,True,3,5810,0,3,kg,False,4686,1699,me,2987,1.0,5810,0,1.0,1.0,nl,nl
26W02.01,0010,no-move,763,675,12,775,True,6,5437,0,1,bt,False,4602,98,me,4504,1.0,6000,1496,1.0,1.0,pl,pl
26W02.01,0010,no-move,763,675,12,775,True,6,5437,0,2,co,False,3717,3885,opp,168,1.0,5832,1496,1.0,1.0,pl,pl
26W02.01,0010,no-move,763,675,12,775,True,6,5437,0,3,ec,False,4443,3435,me,1008,1.0,5832,488,1.0,1.0,pl,pl
26W02.01,0010,no-move,763,675,12,775,True,6,5437,0,4,lt,False,3586,3389,me,197,1.0,5832,291,1.5,1.5,pl,pl
26W02.01,0010,no-move,763,675,12,775,True,6,5437,0,5,ar,False,3944,4207,opp,395,1.5,5437,291,2.0,2.0,pl,pl
26W02.01,0010,no-move,763,675,12,775,True,6,5437,0,6,tr,False,4845,1874,me,5942,2.0,5437,0,2.5,2.5,pl,pl
26W02.01,0011,move,775,680,-20,755,False,8,0,5796,1,th,False,4780,4813,opp,33,1.0,5967,6000,1.0,1.0,nl,nl
26W02.01,0011,move,775,680,-20,755,False,8,0,5796,2,de,False,4238,4829,opp,591,1.0,5376,6000,1.0,1.0,nl,nl
26W02.01,0011,move,775,680,-20,755,False,8,0,5796,3,za,False,3669,4158,opp,489,1.0,4887,6000,1.0,1.0,nl,nl
26W02.01,0011,move,775,680,-20,755,False,8,0,5796,4,tr,False,3602,4390,opp,788,1.0,4099,6000,1.5,1.5,nl,nl
26W02.01,0011,move,775,680,-20,755,False,8,0,5796,5,kr,False,4584,4587,opp,5,1.5,4094,6000,2.0,2.0,nl,nl
26W02.01,0011,move,775,680,-20,755,False,8,0,5796,6,ph,False,4872,4770,me,204,2.0,4094,5796,2.5,2.5,nl,nl
26W02.01,0011,move,775,680,-20,755,False,8,0,5796,7,tw,False,4904,4911,opp,18,2.5,4076,5796,3.0,3.0,nl,nl
26W02.01,0011,move,775,680,-20,755,False,8,0,5796,8,br,False,479,4724,opp,12735,3.0,0,5796,3.5,3.5,nl,nl
26W02.01,0012,move,755,679,13,768,True,4,5695,0,1,ca,False,4088,2010,me,2078,1.0,6000,3922,1.0,1.0,es,es
26W02.01,0012,move,755,679,13,768,True,4,5695,0,2,de,False,4079,3585,me,494,1.0,6000,3428,1.0,1.0,es,es
26W02.01,0012,move,755,679,13,768,True,4,5695,0,3,de,False,4340,4645,opp,305,1.0,5695,3428,1.0,1.0,es,es
26W02.01,0012,move,755,679,13,768,True,4,5695,0,4,gu,False,4967,329,me,4638,1.0,5695,0,1.5,1.5,es,es
26W02.01,0013,move,768,720,-18,750,False,6,0,4701,1,br,False,2356,3688,opp,1332,1.0,4668,6000,1.0,1.0,ua,ru
26W02.01,0013,move,768,720,-18,750,False,6,0,4701,2,jp,False,4773,3931,me,842,1.0,4668,5158,1.0,1.0,ua,ru
26W02.01,0013,move,768,720,-18,750,False,6,0,4701,3,is,False,2818,4128,opp,1310,1.0,3358,5158,1.0,1.0,ua,ru
26W02.01,0013,move,768,720,-18,750,False,6,0,4701,4,lk,False,4995,4976,me,19,1.0,3358,5139,1.5,1.5,ua,ru
26W02.01,0013,move,768,720,-18,750,False,6,0,4701,5,ca,False,3922,3630,me,438,1.5,3358,4701,2.0,2.0,ua,ru
26W02.01,0013,move,768,720,-18,750,False,6,0,4701,6,ke,False,365,4588,opp,8446,2.0,0,4701,2.5,2.5,ua,ru
26W02.01,0014,no-move,750,582,-23,727,False,7,0,5116,1,us,False,4037,3203,me,834,1.0,6000,5166,1.0,1.0,us,us
26W02.01,0014,no-move,750,582,-23,727,False,7,0,5116,2,bd,False,4976,4926,me,50,1.0,6000,5116,1.0,1.0,us,us
26W02.01,0014,no-move,750,582,-23,727,False,7,0,5116,3,ca,False,1646,2368,opp,722,1.0,5278,5116,1.0,1.0,us,us
26W02.01,0014,no-move,750,582,-23,727,False,7,0,5116,4,br,False,1511,2212,opp,701,1.0,4577,5116,1.5,1.5,us,us
26W02.01,0014,no-move,750,582,-23,727,False,7,0,5116,5,ae,False,4548,4767,opp,329,1.5,4248,5116,2.0,2.0,us,us
26W02.01,0014,no-move,750,582,-23,727,False,7,0,5116,6,uy,False,2669,3947,opp,2556,2.0,1692,5116,2.5,2.5,us,us
26W02.01,0014,no-move,750,582,-23,727,False,7,0,5116,7,kh,False,20,2049,opp,5073,2.5,0,5116,3.0,3.0,us,us
26W02.01,0015,no-move,727,579,10,737,True,7,4633,0,1,ru,False,2684,2248,me,436,1.0,6000,5564,1.0,1.0,ch,ca
26W02.01,0015,no-move,727,579,10,737,True,7,4633,0,2,ph,False,4785,2995,me,1790,1.0,6000,3774,1.0,1.0,ch,ca
26W02.01,0015,no-move,727,579,10,737,True,7,4633,0,3,my,False,3216,4364,opp,1148,1.0,4852,3774,1.0,1.0,ch,ca
26W02.01,0015,no-move,727,579,10,737,True,7,4633,0,4,bd,False,4754,4417,me,337,1.0,4852,3437,1.5,1.5,ch,ca
26W02.01,0015,no-move,727,579,10,737,True,7,4633,0,5,br,False,2622,2689,opp,101,1.5,4751,3437,2.0,2.0,ch,ca
26W02.01,0015,no-move,727,579,10,737,True,7,4633,0,6,hu,False,4660,4719,opp,118,2.0,4633,3437,2.5,2.5,ch,ca
26W02.01,0015,no-move,727,579,10,737,True,7,4633,0,7,br,False,3284,1004,me,5700,2.5,4633,0,3.0,3.0,ch,ca
26W02.01,0016,move,737,658,-20,717,False,7,0,3025,1,ar,False,3760,3298,me,462,1.0,6000,5538,1.0,1.0,uk,uk
26W02.01,0016,move,737,658,-20,717,False,7,0,3025,2,au,False,1994,4619,opp,2625,1.0,3375,5538,1.0,1.0,uk,uk
26W02.01,0016,move,737,658,-20,717,False,7,0,3025,3,uk,False,4482,4445,me,37,1.0,3375,5501,1.0,1.0,uk,uk
26W02.01,0016,move,737,658,-20,717,False,7,0,3025,4,ae,False,1544,4801,opp,3257,1.0,118,5501,1.5,1.5,uk,uk
26W02.01,0016,move,737,658,-20,717,False,7,0,3025,5,ca,False,4968,4460,me,762,1.5,118,4739,2.0,2.0,uk,uk
26W02.01,0016,move,737,658,-20,717,False,7,0,3025,6,pe,False,4850,3993,me,1714,2.0,118,3025,2.5,2.5,uk,uk
26W02.01,0016,move,737,658,-20,717,False,7,0,3025,7,at,False,4793,4869,opp,190,2.5,0,3025,3.0,3.0,uk,uk
26W05.01,0017,no-move,717,696,15,732,True,6,4732,0,1,no,False,4286,2005,me,2281,1.0,6000,3719,1.0,1.0,ch,ch
26W05.01,0017,no-move,717,696,15,732,True,6,4732,0,2,rs,False,4608,4477,me,131,1.0,6000,3588,1.0,1.0,ch,ch
26W05.01,0017,no-move,717,696,15,732,True,6,4732,0,3,ru,False,3036,3776,opp,740,1.0,5260,3588,1.0,1.0,ch,ch
26W05.01,0017,no-move,717,696,15,732,True,6,4732,0,4,th,False,4768,4552,me,216,1.0,5260,3372,1.5,1.5,ch,ch
26W05.01,0017,no-move,717,696,15,732,True,6,4732,0,5,br,False,1537,1889,opp,528,1.5,4732,3372,2.0,2.0,ch,ch
26W05.01,0017,no-move,717,696,15,732,True,6,4732,0,6,au,False,4464,39,me,8850,2.0,4732,0,2.5,2.5,ch,ch
26W05.01,0018,no-move,732,638,-20,712,False,7,0,4444,1,bt,False,4703,4819,opp,116,1.0,5884,6000,1.0,1.0,pt,pt
26W05.01,0018,no-move,732,638,-20,712,False,7,0,4444,2,tw,False,2060,4833,opp,2773,1.0,3111,6000,1.0,1.0,pt,pt
26W05.01,0018,no-move,732,638,-20,712,False,7,0,4444,3,ro,False,4940,3416,me,1524,1.0,3111,4476,1.0,1.0,pt,pt
26W05.01,0018,no-move,732,638,-20,712,False,7,0,4444,4,jp,False,4383,4820,opp,437,1.0,2674,4476,1.5,1.5,pt,pt
26W05.01,0018,no-move,732,638,-20,712,False,7,0,4444,5,ec,False,3300,4461,opp,1742,1.5,932,4476,2.0,2.0,pt,pt
26W05.01,0018,no-move,732,638,-20,712,False,7,0,4444,6,in,False,3845,3829,me,32,2.0,932,4444,2.5,2.5,pt,pt
26W05.01,0018,no-move,732,638,-20,712,False,7,0,4444,7,it,False,30,4445,opp,11038,2.5,0,4444,3.0,3.0,pt,pt
26W05.01,0019,move,712,681,15,727,True,10,3021,0,1,ru,False,4510,1798,me,2712,1.0,6000,3288,1.0,1.0,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,2,jp,False,4388,4785,opp,397,1.0,5603,3288,1.0,1.0,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,3,kg,False,1251,3437,opp,2186,1.0,3417,3288,1.0,1.0,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,4,in,False,4506,4902,opp,396,1.0,3021,3288,1.5,1.5,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,5,it,False,4541,4478,me,95,1.5,3021,3193,2.0,2.0,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,6,kr,False,4949,4889,me,120,2.0,3021,3073,2.5,2.5,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,7,us,False,4970,4960,me,25,2.5,3021,3048,3.0,3.0,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,8,qa,False,4984,4938,me,138,3.0,3021,2910,3.5,3.5,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,9,gr,False,4960,4246,me,2499,3.5,3021,411,4.0,4.0,de,de
26W05.01,0019,move,712,681,15,727,True,10,3021,0,10,ke,False,4976,232,me,18976,4.0,3021,0,4.5,4.5,de,de
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,1,it,False,5000,5000,tie,0,1.0,6000,6000,1.0,1.0,fr,fr
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,2,ph,False,4652,1499,me,3153,1.0,6000,2847,1.0,1.0,fr,fr
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,3,ro,False,4985,3718,me,1267,1.0,6000,1580,1.0,1.0,fr,fr
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,4,es,False,4386,4664,opp,278,1.0,5722,1580,1.5,1.5,fr,fr
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,5,hu,False,4736,4711,me,38,1.5,5722,1542,2.0,2.0,fr,fr
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,6,nz,False,4862,4666,me,392,2.0,5722,1150,2.5,2.5,fr,fr
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,7,bw,False,3992,3765,me,568,2.5,5722,582,3.0,3.0,fr,fr
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,8,om,False,1343,1379,opp,108,3.0,5614,582,3.5,3.5,fr,fr
26W05.01,0020,no-move,727,672,13,740,True,9,5614,0,9,br,False,3736,1899,me,6430,3.5,5614,0,4.0,4.0,fr,fr
26W05.01,0021,no-move,740,724,15,755,True,7,3746,0,1,ua,False,3300,4569,opp,1269,1.0,4731,6000,1.0,1.0,jp,fj
26W05.01,0021,no-move,740,724,15,755,True,7,3746,0,2,uy,False,4685,2662,me,2023,1.0,4731,3977,1.0,1.0,jp,fj
26W05.01,0021,no-move,740,724,15,755,True,7,3746,0,3,ar,False,2953,467,me,2486,1.0,4731,1491,1.0,1.0,jp,fj
26W05.01,0021,no-move,740,724,15,755,True,7,3746,0,4,cz,False,4615,3966,me,649,1.0,4731,842,1.5,1.5,jp,fj
26W05.01,0021,no-move,740,724,15,755,True,7,3746,0,5,fr,False,3898,4052,opp,231,1.5,4500,842,2.0,2.0,jp,fj
26W05.01,0021,no-move,740,724,15,755,True,7,3746,0,6,ca,False,4404,4781,opp,754,2.0,3746,842,2.5,2.5,jp,fj
26W05.01,0021,no-move,740,724,15,755,True,7,3746,0,7,rs,False,4501,3981,me,1300,2.5,3746,0,3.0,3.0,jp,fj
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,1,it,False,4492,4868,opp,376,1.0,5624,6000,1.0,1.0,de,de
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,2,it,False,4200,4314,opp,114,1.0,5510,6000,1.0,1.0,de,de
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,3,kh,False,1,3977,opp,3976,1.0,1534,6000,1.0,1.0,de,de
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,4,lk,False,4638,4654,opp,16,1.0,1518,6000,1.5,1.5,de,de
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,5,pe,False,4279,4572,opp,440,1.5,1078,6000,2.0,2.0,de,de
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,6,it,False,3963,3831,me,264,2.0,1078,5736,2.5,2.5,de,de
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,7,ph,False,3804,3843,opp,98,2.5,980,5736,3.0,3.0,de,de
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,8,se,False,3996,3794,me,606,3.0,980,5130,3.5,3.5,de,de
26W05.01,0022,no-move,755,695,-19,736,False,9,0,5130,9,at,False,4544,4950,opp,1421,3.5,0,5130,4.0,4.0,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,1,au,False,3356,4046,opp,690,1.0,5310,6000,1.0,1.0,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,2,kh,False,4969,4837,me,132,1.0,5310,5868,1.0,1.0,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,3,be,False,4930,4966,opp,36,1.0,5274,5868,1.0,1.0,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,4,us,False,4607,4172,me,435,1.0,5274,5433,1.5,1.5,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,5,us,False,3067,3484,opp,626,1.5,4648,5433,2.0,2.0,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,6,au,False,3781,4580,opp,1598,2.0,3050,5433,2.5,2.5,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,7,za,False,3973,4044,opp,178,2.5,2872,5433,3.0,3.0,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,8,tn,False,2509,873,me,4908,3.0,2872,525,3.5,3.5,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,9,in,False,3580,3439,me,494,3.5,2872,31,4.0,4.0,de,de
26W05.01,0023,no-move,736,714,-17,719,False,10,0,31,10,br,False,2659,4123,opp,5856,4.0,0,31,4.5,4.5,de,de
26W05.01,0024,no-move,719,731,17,736,True,8,5994,0,1,se,False,4415,3996,me,419,1.0,6000,5581,1.0,1.0,de,de
26W05.01,0024,no-move,719,731,17,736,True,8,5994,0,2,ph,False,4077,3990,me,87,1.0,6000,5494,1.0,1.0,de,de
26W05.01,0024,no-move,719,731,17,736,True,8,5994,0,3,il,False,4957,4858,me,99,1.0,6000,5395,1.0,1.0,de,de
26W05.01,0024,no-move,719,731,17,736,True,8,5994,0,4,bo,False,2054,0,me,2054,1.0,6000,3341,1.5,1.5,de,de
26W05.01,0024,no-move,719,731,17,736,True,8,5994,0,5,in,False,3754,2232,me,2283,1.5,6000,1058,2.0,2.0,de,de
26W05.01,0024,no-move,719,731,17,736,True,8,5994,0,6,ph,False,12,15,opp,6,2.0,5994,1058,2.5,2.5,de,de
26W05.01,0024,no-move,719,731,17,736,True,8,5994,0,7,mx,False,4892,4476,me,1040,2.5,5994,18,3.0,3.0,de,de
26W05.01,0024,no-move,719,731,17,736,True,8,5994,0,8,au,False,2572,1838,me,2202,3.0,5994,0,3.5,3.5,de,de
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,1,br,False,3465,3097,me,368,1.0,6000,5632,1.0,1.0,se,se
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,2,id,False,1877,3415,opp,1538,1.0,4462,5632,1.0,1.0,se,se
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,3,jp,False,4959,4878,me,81,1.0,4462,5551,1.0,1.0,se,se
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,4,bo,False,3384,833,me,2551,1.0,4462,3000,1.5,1.5,se,se
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,5,se,False,3856,3243,me,920,1.5,4462,2080,2.0,2.0,se,se
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,6,ph,False,4387,4254,me,266,2.0,4462,1814,2.5,2.5,se,se
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,7,ca,False,4869,4812,me,143,2.5,4462,1671,3.0,3.0,se,se
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,8,tn,False,4899,4968,opp,207,3.0,4255,1671,3.5,3.5,se,se
26W05.01,0025,no-move,736,784,18,754,True,9,4255,0,9,de,False,4757,3652,me,3868,3.5,4255,0,4.0,4.0,se,se
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,1,us,False,4427,4510,opp,83,1.0,5917,6000,1.0,1.0,de,nl
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,2,ua,False,4372,3238,me,1134,1.0,5917,4866,1.0,1.0,de,nl
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,3,th,False,4542,4942,opp,400,1.0,5517,4866,1.0,1.0,de,nl
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,4,bd,False,4974,4983,opp,9,1.0,5508,4866,1.5,1.5,de,nl
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,5,tr,False,4056,4224,opp,252,1.5,5256,4866,2.0,2.0,de,nl
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,6,tr,False,4995,4644,me,702,2.0,5256,4164,2.5,2.5,de,nl
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,7,ph,False,4992,4988,me,10,2.5,5256,4154,3.0,3.0,de,nl
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,8,in,False,4306,4113,me,579,3.0,5256,3575,3.5,3.5,de,nl
26W05.01,0026,move,754,0,-14,740,False,9,0,3575,9,mx,False,273,3679,opp,11921,3.5,0,3575,4.0,4.0,de,nl
26W06.01,0027,move,740,746,16,756,True,13,105,0,1,jp,False,4488,4670,opp,182,1.0,5818,6000,1.0,1.0,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,2,fr,False,4998,4838,me,160,1.0,5818,5840,1.0,1.0,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,3,br,False,3790,4974,opp,1184,1.0,4634,5840,1.0,1.0,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,4,ru,False,3375,4984,opp,1609,1.0,3025,5840,1.5,1.5,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,5,th,False,4774,4781,opp,11,1.5,3014,5840,2.0,2.0,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,6,us,False,4921,3461,me,2920,2.0,3014,2920,2.5,2.5,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,7,mx,False,4394,4389,me,13,2.5,3014,2907,3.0,3.0,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,8,de,False,4962,4971,opp,27,3.0,2987,2907,3.5,3.5,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,9,hr,False,4537,4997,opp,1610,3.5,1377,2907,4.0,4.0,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,10,in,False,4143,4461,opp,1272,4.0,105,2907,4.5,4.5,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,11,es,False,4966,4927,me,176,4.5,105,2731,5.0,5.0,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,12,id,False,4817,4443,me,1870,5.0,105,861,5.5,5.5,ua,ua
26W06.01,0027,move,740,746,16,756,True,13,105,0,13,pl,False,4997,4734,me,1447,5.5,105,0,6.0,6.0,ua,ua
26W06.01,0028,no-move,756,704,14,770,True,8,1724,0,1,mx,False,232,2630,opp,2398,1.0,3602,6000,1.0,1.0,de,de
26W06.01,0028,no-move,756,704,14,770,True,8,1724,0,2,ru,False,3717,2522,me,1195,1.0,3602,4805,1.0,1.0,de,de
26W06.01,0028,no-move,756,704,14,770,True,8,1724,0,3,ph,False,3771,3236,me,535,1.0,3602,4270,1.0,1.0,de,de
